file,full_path,language,num_functions,functions_defined,dependencies,dependency_files,dependency_with_functions,dependency_full_paths,dependents,dependent_files,dependent_with_functions,dependent_full_paths,total_connections,num_classes,classes_defined,global_variables,exports
Error.cshtml.cs,Src\WebUI\Pages\Error.cshtml.cs,C#,2,ErrorModel; OnGet,using System.Diagnostics;; using Microsoft.AspNetCore.Mvc;; using Microsoft.AspNetCore.Mvc.RazorPages;; using Microsoft.Extensions.Logging;,,,,,,,,0,1,ErrorModel,,ErrorModel
Program.cs,Src\WebUI\Program.cs,C#,2,Main; CreateWebHostBuilder,using Microsoft.AspNetCore;; using Microsoft.AspNetCore.Hosting;; using Microsoft.Extensions.DependencyInjection;; using Microsoft.Extensions.Logging;; using Northwind.Persistence;; using Microsoft.EntityFrameworkCore;; using System;; using System.Reflection;; using System.Threading;; using System.Threading.Tasks;; using MediatR;; using Microsoft.Extensions.Configuration;; using Microsoft.Extensions.Hosting;; using Northwind.Application.Common.Interfaces;; using Northwind.Application.System.Commands.SeedSampleData;; using Northwind.Infrastructure.Identity;,Northwind.Persistence; Northwind.Application.Common.Interfaces; Northwind.Application.System.Commands.SeedSampleData; Northwind.Infrastructure.Identity,Northwind.Persistence::[no functions]; Northwind.Application.Common.Interfaces::[no functions]; Northwind.Application.System.Commands.SeedSampleData::[no functions]; Northwind.Infrastructure.Identity::[no functions],Northwind.Persistence; Northwind.Application.Common.Interfaces; Northwind.Application.System.Commands.SeedSampleData; Northwind.Infrastructure.Identity,,,,,4,1,Program,,Program
CurrentUserService.cs,Src\WebUI\Services\CurrentUserService.cs,C#,0,,using System.Security.Claims;; using Microsoft.AspNetCore.Http;; using Northwind.Application.Common.Interfaces;,,,,,,,,0,1,CurrentUserService,,CurrentUserService
Startup.cs,Src\WebUI\Startup.cs,C#,4,Startup; ConfigureServices; Configure; RegisteredServicesPage,using System.Text;; using Microsoft.AspNetCore.Builder;; using Microsoft.AspNetCore.Hosting;; using Microsoft.AspNetCore.Mvc;; using Microsoft.Extensions.Configuration;; using Microsoft.Extensions.DependencyInjection;; using Microsoft.Extensions.Hosting;; using FluentValidation.AspNetCore;; using Microsoft.AspNetCore.Http;; using Northwind.Infrastructure;; using Northwind.Persistence;; using Northwind.Application;; using Northwind.Application.Common.Interfaces;; using Northwind.WebUI.Common;; using Northwind.WebUI.Services;,Northwind.Infrastructure; Northwind.Persistence; Northwind.Application; Northwind.Application.Common.Interfaces; Northwind.WebUI.Common; Northwind.WebUI.Services,Northwind.Infrastructure::[no functions]; Northwind.Persistence::[no functions]; Northwind.Application::[no functions]; Northwind.Application.Common.Interfaces::[no functions]; Northwind.WebUI.Common::[no functions]; Northwind.WebUI.Services::[no functions],Northwind.Infrastructure; Northwind.Persistence; Northwind.Application; Northwind.Application.Common.Interfaces; Northwind.WebUI.Common; Northwind.WebUI.Services,,,,,6,1,Startup,_services; Configuration; Environment,Startup
CommandTestBase.cs,Tests\Application.UnitTests\Common\CommandTestBase.cs,C#,2,CommandTestBase; Dispose,using System;; using Northwind.Persistence;,Northwind/Persistence/NorthwindDbContext.cs,Northwind/Persistence/NorthwindDbContext.cs::[no functions],Northwind/Persistence/NorthwindDbContext.cs,,,,,1,1,CommandTestBase,_context,CommandTestBase
NorthwindContextFactory.cs,Tests\Application.UnitTests\Common\NorthwindContextFactory.cs,C#,2,Create; Destroy,using System;; using Microsoft.EntityFrameworkCore;; using Northwind.Domain.Entities;; using Northwind.Persistence;,Northwind/Domain/Entities; Northwind/Persistence,Northwind/Domain/Entities::[no functions]; Northwind/Persistence::[no functions],Northwind/Domain/Entities; Northwind/Persistence,,,,,2,1,NorthwindContextFactory,,NorthwindContextFactory
QueryTestFixture.cs,Tests\Application.UnitTests\Common\QueryTestFixture.cs,C#,2,QueryTestFixture; Dispose,using System;; using AutoMapper;; using Northwind.Application.Common.Mappings;; using Northwind.Persistence;; using Xunit;,Northwind/Application/Common/Mappings/MappingProfile.cs; Northwind/Persistence/NorthwindDbContext.cs; Xunit,Northwind/Application/Common/Mappings/MappingProfile.cs::[no functions]; Northwind/Persistence/NorthwindDbContext.cs::[no functions]; Xunit::[no functions],Northwind/Application/Common/Mappings/MappingProfile.cs; Northwind/Persistence/NorthwindDbContext.cs; Xunit,,,,,3,2,QueryTestFixture; QueryCollection,,QueryTestFixture; QueryCollection
CreateCustomerCommandTests.cs,Tests\Application.UnitTests\Customers\Commands\CreateCustomer\CreateCustomerCommandTests.cs,C#,1,Handle_GivenValidRequest_ShouldRaiseCustomerCreatedNotification,using MediatR;; using Moq;; using Northwind.Application.Customers.Commands.CreateCustomer;; using System.Threading;; using Northwind.Application.UnitTests.Common;; using Xunit;,Northwind/Application/Customers/Commands/CreateCustomer; Northwind/Application/UnitTests/Common,Northwind/Application/Customers/Commands/CreateCustomer::[no functions]; Northwind/Application/UnitTests/Common::[no functions],Northwind/Application/Customers/Commands/CreateCustomer; Northwind/Application/UnitTests/Common,,,,,2,1,CreateCustomerCommandTests,,CreateCustomerCommandTests
DeleteCustomerCommandTests.cs,Tests\Application.UnitTests\Customers\Commands\DeleteCustomer\DeleteCustomerCommandTests.cs,C#,4,DeleteCustomerCommandTests; Handle_GivenInvalidId_ThrowsNotFoundException; Handle_GivenValidIdAndZeroOrders_DeletesCustomer; Handle_GivenValidIdAndSomeOrders_ThrowsDeleteFailureException,using Northwind.Application.Common.Exceptions;; using Northwind.Application.Customers.Commands.DeleteCustomer;; using Northwind.Application.UnitTests.Common;; using System.Threading;; using System.Threading.Tasks;; using Xunit;,Northwind/Application/Common/Exceptions; Northwind/Application/Customers/Commands/DeleteCustomer; Northwind/Application/UnitTests/Common,Northwind/Application/Common/Exceptions::[no functions]; Northwind/Application/Customers/Commands/DeleteCustomer::[no functions]; Northwind/Application/UnitTests/Common::[no functions],Northwind/Application/Common/Exceptions; Northwind/Application/Customers/Commands/DeleteCustomer; Northwind/Application/UnitTests/Common,,,,,3,1,DeleteCustomerCommandTests,_sut,DeleteCustomerCommandTests
GetCustomerDetailQueryHandlerTests.cs,Tests\Application.UnitTests\Customers\Queries\GetCustomerDetailQueryHandlerTests.cs,C#,1,GetCustomerDetail,using Northwind.Application.Customers.Queries.GetCustomerDetail;; using Northwind.Persistence;; using Shouldly;; using System.Threading;; using System.Threading.Tasks;; using Northwind.Application.UnitTests.Common;; using Xunit;; using AutoMapper;,Northwind/Application/Customers/Queries/GetCustomerDetail.cs; Northwind/Persistence.cs; Northwind/Application/UnitTests/Common.cs,Northwind/Application/Customers/Queries/GetCustomerDetail.cs::[no functions]; Northwind/Persistence.cs::[no functions]; Northwind/Application/UnitTests/Common.cs::[no functions],Northwind/Application/Customers/Queries/GetCustomerDetail.cs; Northwind/Persistence.cs; Northwind/Application/UnitTests/Common.cs,,,,,3,1,GetCustomerDetailQueryHandlerTests,_context; _mapper,GetCustomerDetailQueryHandlerTests
GetCustomersListQueryHandlerTests.cs,Tests\Application.UnitTests\Customers\Queries\GetCustomersListQueryHandlerTests.cs,C#,2,GetCustomersListQueryHandlerTests; GetCustomersTest,using AutoMapper;; using Northwind.Application.Customers.Queries.GetCustomersList;; using Northwind.Application.UnitTests.Common;; using Northwind.Persistence;; using Shouldly;; using System.Threading;; using System.Threading.Tasks;; using Xunit;,Northwind/Application/Customers/Queries/GetCustomersList; Northwind/Application/UnitTests/Common; Northwind/Persistence,Northwind/Application/Customers/Queries/GetCustomersList::[no functions]; Northwind/Application/UnitTests/Common::[no functions]; Northwind/Persistence::[no functions],Northwind/Application/Customers/Queries/GetCustomersList; Northwind/Application/UnitTests/Common; Northwind/Persistence,,,,,3,1,GetCustomersListQueryHandlerTests,_context; _mapper,GetCustomersListQueryHandlerTests
MappingTests.cs,Tests\Application.UnitTests\Mappings\MappingTests.cs,C#,10,MappingTests; ShouldHaveValidConfiguration; ShouldMapCategoryToCategoryDto; ShouldMapCustomerToCustomerLookupDto; ShouldMapProductToProductDetailVm; ShouldMapProductToProductDto; ShouldMapProductToProductRecordDto; ShouldMapCustomerToCustomerDetailVm; ShouldMapEmployeeToEmployeeLookupDto; ShouldMapEmployeeTerritoryToEmployeeTerritoryDto,using AutoMapper;; using Northwind.Application.Categories.Queries.GetCategoriesList;; using Northwind.Application.Customers.Queries.GetCustomerDetail;; using Northwind.Application.Customers.Queries.GetCustomersList;; using Northwind.Application.Employees.Queries.GetEmployeeDetail;; using Northwind.Application.Employees.Queries.GetEmployeesList;; using Northwind.Application.Products.Queries.GetProductDetail;; using Northwind.Application.Products.Queries.GetProductsFile;; using Northwind.Application.Products.Queries.GetProductsList;; using Northwind.Domain.Entities;; using Shouldly;; using Xunit;,Northwind/Application/Categories/Queries/GetCategoriesList.cs; Northwind/Application/Customers/Queries/GetCustomerDetail.cs; Northwind/Application/Customers/Queries/GetCustomersList.cs; Northwind/Application/Employees/Queries/GetEmployeeDetail.cs; Northwind/Application/Employees/Queries/GetEmployeesList.cs; Northwind/Application/Products/Queries/GetProductDetail.cs; Northwind/Application/Products/Queries/GetProductsFile.cs; Northwind/Application/Products/Queries/GetProductsList.cs; Northwind/Domain/Entities.cs,Northwind/Application/Categories/Queries/GetCategoriesList.cs::[no functions]; Northwind/Application/Customers/Queries/GetCustomerDetail.cs::[no functions]; Northwind/Application/Customers/Queries/GetCustomersList.cs::[no functions]; Northwind/Application/Employees/Queries/GetEmployeeDetail.cs::[no functions]; Northwind/Application/Employees/Queries/GetEmployeesList.cs::[no functions]; Northwind/Application/Products/Queries/GetProductDetail.cs::[no functions]; Northwind/Application/Products/Queries/GetProductsFile.cs::[no functions]; Northwind/Application/Products/Queries/GetProductsList.cs::[no functions]; Northwind/Domain/Entities.cs::[no functions],Northwind/Application/Categories/Queries/GetCategoriesList.cs; Northwind/Application/Customers/Queries/GetCustomerDetail.cs; Northwind/Application/Customers/Queries/GetCustomersList.cs; Northwind/Application/Employees/Queries/GetEmployeeDetail.cs; Northwind/Application/Employees/Queries/GetEmployeesList.cs; Northwind/Application/Products/Queries/GetProductDetail.cs; Northwind/Application/Products/Queries/GetProductsFile.cs; Northwind/Application/Products/Queries/GetProductsList.cs; Northwind/Domain/Entities.cs,,,,,9,1,MappingTests,,MappingTests
MappingTestsFixture.cs,Tests\Application.UnitTests\Mappings\MappingTestsFixture.cs,C#,0,,using AutoMapper;; using Northwind.Application.Common.Mappings;,AutoMapper; Northwind/Application/Common/Mappings/MappingProfile.cs,AutoMapper::[no functions]; Northwind/Application/Common/Mappings/MappingProfile.cs::[no functions],AutoMapper; Northwind/Application/Common/Mappings/MappingProfile.cs,,,,,2,1,MappingTestsFixture,,MappingTestsFixture
ValueObjectTests.cs,Tests\Domain.UnitTests\Common\ValueObjectTests.cs,C#,3,Equals_GivenDifferentValues_ShouldReturnFalse; Equals_GivenMatchingValues_ShouldReturnTrue; GetAtomicValues,using System.Collections.Generic;; using Northwind.Domain.Common;; using Xunit;,Northwind/Domain/Common/ValueObject.cs,Northwind/Domain/Common/ValueObject.cs::[no functions],Northwind/Domain/Common/ValueObject.cs,,,,,1,2,ValueObjectTests; Point,,ValueObjectTests
AdAccountTests.cs,Tests\Domain.UnitTests\ValueObjects\AdAccountTests.cs,C#,5,ShouldHaveCorrectDomainAndName; ToStringReturnsCorrectFormat; ImplicitConversionToStringResultsInCorrectString; ExplicitConversionFromStringSetsDomainAndName; ShouldThrowAdAccountInvalidExceptionForInvalidAdAccount,using Northwind.Domain.Exceptions;; using Northwind.Domain.ValueObjects;; using Xunit;,Northwind/Domain/Exceptions; Northwind/Domain/ValueObjects,Northwind/Domain/Exceptions::[no functions]; Northwind/Domain/ValueObjects::[no functions],Northwind/Domain/Exceptions; Northwind/Domain/ValueObjects,,,,,2,1,AdAccountTests,,AdAccountTests
NorthwindDbContextTests.cs,Tests\Persistence.IntegrationTests\NorthwindDbContextTests.cs,C#,4,NorthwindDbContextTests; SaveChangesAsync_GivenNewProduct_ShouldSetCreatedProperties; SaveChangesAsync_GivenExistingProduct_ShouldSetLastModifiedProperties; Dispose,using System;; using System.Threading.Tasks;; using Microsoft.EntityFrameworkCore;; using Moq;; using Northwind.Application.Common.Interfaces;; using Northwind.Common;; using Northwind.Domain.Entities;; using Northwind.Persistence;; using Shouldly;; using Xunit;,Northwind/Application/Common/Interfaces; Northwind/Common; Northwind/Domain/Entities; Northwind/Persistence,Northwind/Application/Common/Interfaces::[no functions]; Northwind/Common::[no functions]; Northwind/Domain/Entities::[no functions]; Northwind/Persistence::[no functions],Northwind/Application/Common/Interfaces; Northwind/Common; Northwind/Domain/Entities; Northwind/Persistence,,,,,4,1,NorthwindDbContextTests,_userId; _dateTime; _dateTimeMock; _currentUserServiceMock; _sut,NorthwindDbContextTests
CustomWebApplicationFactory.cs,Tests\WebUI.IntegrationTests\Common\CustomWebApplicationFactory.cs,C#,5,ConfigureWebHost; GetAnonymousClient; GetAuthenticatedClientAsync; GetAuthenticatedClientAsync; GetAccessTokenAsync,using System;; using System.Net.Http;; using System.Threading.Tasks;; using IdentityModel.Client;; using Microsoft.AspNetCore.Hosting;; using Microsoft.AspNetCore.Mvc.Testing;; using Microsoft.EntityFrameworkCore;; using Microsoft.Extensions.DependencyInjection;; using Microsoft.Extensions.Logging;; using Northwind.Application.Common.Interfaces;; using Northwind.Persistence;,Northwind/Application/Common/Interfaces; Northwind/Persistence,Northwind/Application/Common/Interfaces::[no functions]; Northwind/Persistence::[no functions],Northwind/Application/Common/Interfaces; Northwind/Persistence,,,,,2,1,CustomWebApplicationFactory<TStartup>,,CustomWebApplicationFactory<TStartup>
Utilities.cs,Tests\WebUI.IntegrationTests\Common\Utilities.cs,C#,3,GetRequestContent; GetResponseContent; InitializeDbForTests,using Newtonsoft.Json;; using System.Net.Http;; using System.Net.Mime;; using System.Text;; using System.Threading.Tasks;; using Northwind.Domain.Entities;; using Northwind.Persistence;,Newtonsoft.Json; System.Net.Http; System.Net.Mime; System.Text; System.Threading.Tasks; Northwind.Domain.Entities; Northwind.Persistence,Newtonsoft.Json::[no functions]; System.Net.Http::[no functions]; System.Net.Mime::[no functions]; System.Text::[no functions]; System.Threading.Tasks::[no functions]; Northwind.Domain.Entities::[no functions]; Northwind.Persistence::[no functions],Newtonsoft.Json; System.Net.Http; System.Net.Mime; System.Text; System.Threading.Tasks; Northwind.Domain.Entities; Northwind.Persistence,,,,,7,1,Utilities,,Utilities
GetCategoryList.cs,Tests\WebUI.IntegrationTests\Controllers\Categories\GetCategoryList.cs,C#,2,GetCategoryList; ReturnsSuccessResult,using System.Threading.Tasks;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/WebUI/IntegrationTests/Common; Xunit,Northwind/WebUI/IntegrationTests/Common::[no functions]; Xunit::[no functions],Northwind/WebUI/IntegrationTests/Common; Xunit,,,,,2,1,GetCategoryList,,GetCategoryList
Create.cs,Tests\WebUI.IntegrationTests\Controllers\Customers\Create.cs,C#,1,GivenCreateCustomerCommand_ReturnsSuccessStatusCode,using System.Net.Http;; using System.Threading.Tasks;; using Northwind.Application.Customers.Commands.CreateCustomer;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/Application/Customers/Commands/CreateCustomer.cs; Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs; Northwind/WebUI/IntegrationTests/Common/Utilities.cs,Northwind/Application/Customers/Commands/CreateCustomer.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common/Utilities.cs::[no functions],Northwind/Application/Customers/Commands/CreateCustomer.cs; Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs; Northwind/WebUI/IntegrationTests/Common/Utilities.cs,,,,,3,1,Create,,Create
Delete.cs,Tests\WebUI.IntegrationTests\Controllers\Customers\Delete.cs,C#,3,Delete; GivenId_ReturnsSuccessStatusCode; GivenInvalidId_ReturnsNotFoundStatusCode,using System.Net;; using System.Net.Http;; using System.Threading.Tasks;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind.WebUI.IntegrationTests/Common,Northwind.WebUI.IntegrationTests/Common::[no functions],Northwind.WebUI.IntegrationTests/Common,,,,,1,1,Delete,,Delete
GetAll.cs,Tests\WebUI.IntegrationTests\Controllers\Customers\GetAll.cs,C#,2,GetAll; ReturnsCustomersListViewModel,using System.Threading.Tasks;; using Northwind.Application.Customers.Queries.GetCustomersList;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/Application/Customers/Queries/GetCustomersList.cs; Northwind/WebUI/IntegrationTests/Common.cs,Northwind/Application/Customers/Queries/GetCustomersList.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common.cs::[no functions],Northwind/Application/Customers/Queries/GetCustomersList.cs; Northwind/WebUI/IntegrationTests/Common.cs,,,,,2,1,GetAll,,GetAll
GetById.cs,Tests\WebUI.IntegrationTests\Controllers\Customers\GetById.cs,C#,3,GetById; GivenId_ReturnsCustomerViewModel; GivenInvalidId_ReturnsNotFoundStatusCode,using System.Net;; using System.Net.Http;; using System.Threading.Tasks;; using Northwind.Application.Customers.Queries.GetCustomerDetail;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/Application/Customers/Queries/GetCustomerDetail.cs; Northwind/WebUI/IntegrationTests/Common.cs,Northwind/Application/Customers/Queries/GetCustomerDetail.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common.cs::[no functions],Northwind/Application/Customers/Queries/GetCustomerDetail.cs; Northwind/WebUI/IntegrationTests/Common.cs,,,,,2,1,GetById,_factory,GetById
Update.cs,Tests\WebUI.IntegrationTests\Controllers\Customers\Update.cs,C#,3,Update; GivenUpdateCustomerCommand_ReturnsSuccessStatusCode; GivenUpdateCustomerCommandWithInvalidId_ReturnsNotFoundStatusCode,using System.Net;; using System.Net.Http;; using System.Threading.Tasks;; using Northwind.Application.Customers.Commands.UpdateCustomer;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/Application/Customers/Commands/UpdateCustomer.cs; Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs,Northwind/Application/Customers/Commands/UpdateCustomer.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs::[no functions],Northwind/Application/Customers/Commands/UpdateCustomer.cs; Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs,,,,,2,1,Update,_factory,Update
Create.cs,Tests\WebUI.IntegrationTests\Controllers\Products\Create.cs,C#,1,GivenCreateProductCommand_ReturnsNewProductId,using Northwind.Application.Products.Commands.CreateProduct;; using Northwind.WebUI.IntegrationTests.Common;; using System.Threading.Tasks;; using Xunit;,Northwind/Application/Products/Commands/CreateProduct.cs; Northwind/WebUI/IntegrationTests/Common.cs,Northwind/Application/Products/Commands/CreateProduct.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common.cs::[no functions],Northwind/Application/Products/Commands/CreateProduct.cs; Northwind/WebUI/IntegrationTests/Common.cs,,,,,2,1,Create,,Create
Delete.cs,Tests\WebUI.IntegrationTests\Controllers\Products\Delete.cs,C#,3,Delete; GivenId_ReturnsSuccessStatusCode; GivenInvalidId_ReturnsNotFoundStatusCode,using System.Net;; using System.Net.Http;; using System.Threading.Tasks;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs; Northwind/WebUI/Startup.cs,Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs::[no functions]; Northwind/WebUI/Startup.cs::[no functions],Northwind/WebUI/IntegrationTests/Common/CustomWebApplicationFactory.cs; Northwind/WebUI/Startup.cs,,,,,2,1,Delete,,Delete
GetAll.cs,Tests\WebUI.IntegrationTests\Controllers\Products\GetAll.cs,C#,2,GetAll; ReturnsProductsListViewModel,using System.Threading.Tasks;; using Northwind.Application.Products.Queries.GetProductsList;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/Application/Products/Queries/GetProductsList.cs; Northwind/WebUI/IntegrationTests/Common.cs,Northwind/Application/Products/Queries/GetProductsList.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common.cs::[no functions],Northwind/Application/Products/Queries/GetProductsList.cs; Northwind/WebUI/IntegrationTests/Common.cs,,,,,2,1,GetAll,_factory,GetAll
GetById.cs,Tests\WebUI.IntegrationTests\Controllers\Products\GetById.cs,C#,3,GetById; GivenId_ReturnsProductViewModel; GivenInvalidId_ReturnsNotFoundStatusCode,using Northwind.Application.Products.Queries.GetProductDetail;; using Northwind.WebUI.IntegrationTests.Common;; using System.Net;; using System.Threading.Tasks;; using Xunit;,Northwind/Application/Products/Queries/GetProductDetail.cs; Northwind/WebUI/IntegrationTests/Common.cs,Northwind/Application/Products/Queries/GetProductDetail.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common.cs::[no functions],Northwind/Application/Products/Queries/GetProductDetail.cs; Northwind/WebUI/IntegrationTests/Common.cs,,,,,2,1,GetById,,GetById
Update.cs,Tests\WebUI.IntegrationTests\Controllers\Products\Update.cs,C#,2,GivenUpdateProductCommand_ReturnsSuccessStatusCode; GivenUpdateProductCommandWithInvalidId_ReturnsNotFoundStatusCode,using System.Net;; using System.Threading.Tasks;; using Northwind.Application.Products.Commands.UpdateProduct;; using Northwind.WebUI.IntegrationTests.Common;; using Xunit;,Northwind/Application/Products/Commands/UpdateProduct.cs; Northwind/WebUI/IntegrationTests/Common.cs,Northwind/Application/Products/Commands/UpdateProduct.cs::[no functions]; Northwind/WebUI/IntegrationTests/Common.cs::[no functions],Northwind/Application/Products/Commands/UpdateProduct.cs; Northwind/WebUI/IntegrationTests/Common.cs,,,,,2,1,Update,_factory,Update
